"p","sep","n_runs","mean_acc_witten","sd_acc_witten","na_frac_witten","mean_acc_arias","sd_acc_arias","na_frac_arias","mean_acc_ifpca","sd_acc_ifpca","na_frac_ifpca","mean_acc_scvx","sd_acc_scvx","na_frac_scvx","mean_rt_witten","mean_rt_arias","mean_rt_ifpca","mean_rt_scvx","mean_ifpca_L"
1000,4,10,0.9715,0.0139542904592897,0,0.974,0.0159513148186739,0,0.523,0.0220100986922923,0,0.867,0.0276083723211316,0,21.8778328895569,32.5459553956985,0.767680931091309,148.910345458984,437.4
3000,4,10,0.5735,0.140456596696473,0,0.964,0.0112546286774228,0,0.5175,0.0165411943677327,0,0.0215,0.0052967495273569,0,208.498234510422,781.585358643532,6.22132923603058,1053.63139955997,1349.2
