"p","sep","n_reps","mean_acc_witten","sd_acc_witten","mean_acc_arias","sd_acc_arias","mean_acc_ifpca","sd_acc_ifpca","mean_L_ifpca"
1000,4,100,0.53325,0.0449599990564003,0.8501,0.0696273631338262,0.5536,0.0452550571982867,204.51
2000,4,100,0.5319,0.0223920530636215,0.80925,0.120078625336178,0.53975,0.0405665371876124,414.69
3000,4,100,0.52565,0.018071896257544,0.81865,0.0983342449880698,0.54005,0.0336687293097517,596.46
4000,4,100,0.52645,0.0194273445733512,0.8141,0.110828787785576,0.5362,0.0256936104150743,756.16
5000,4,100,0.52885,0.0205831032989232,0.78365,0.117657813642406,0.54055,0.0353617310125228,944.55
