8,8,8,8,8
6,6,6,6,6
6,6,6,6,6
7,7,7,7,7
8,8,8,8,8
6,6,6,6,6
7,7,7,7,7
6,6,6,6,6
8,9,9,9,9
6,5,4,4,4
9,8,8,8,8
6,6,6,6,6
8,8,8,8,8
4,4,4,4,4
9,8,8,8,8
8,8,8,8,8
7,7,7,7,7
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
