"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
-0.00453497662661673,-0.00733225826045421,-0.00214178255572417,-0.00185271106278004,-0.00427465631404129,-0.00553165649731009,0.00115351635786029,-0.00364102312597942,0.00606686723100888,-0.00199042666744251,-0.0117911545351426,-0.00912612552662554,0.000501927745026875,-0.0137189737463812,-0.00502328987726662,0.000910883021754233,-0.00825838051961729,-0.00796984116135962,-0.000656790056114092,0.000369113605738437,-0.00417034204194508,-0.00385266500021324,0.00126503346931249,0.00448707226600364,-0.00866725686961634,0.00472738925244564,-0.00204473977950617,-0.00376820727541883,-0.00282986629020976,-0.000466773829217511,0.000452313580733156,-0.00523098177526605,-0.00088253824218012,-0.00858832790829408,-0.0153618711348087,-0.00634483051228598,-0.0254393838426295,-0.0018722636794171,-0.00455074924472365,-0.0107573020374095,-0.0118600036652474,-0.0123544562169878,-0.016558263333779,-0.0326396271547582,0.00111267000102263,-0.00412185235623907,-0.00530000394479427,-0.0173329896399754,-0.0049943159232762,-0.00146075515348706,0.0197265340152437,-0.0123094154660788,-0.0193402963303556,-0.00551290207203771,-0.0066227809954677,-0.00631116363375392,-0.0201145293854908,-0.00330467505887293,-0.00983408155437312,-0.0066512435637593,-0.0142234684681589,0.0059051996087056,-0.0108244424887703,-0.00635743469076747,-0.00806819056274857,0.00818089130366953,-0.00808662058831391,-0.0129864450999834,-0.0095403575059816,0.0124251457731197,-0.00641498023306075,-0.00969616825159314,0.00132228923137206,0.0191430327969254,-0.0146271311140551,-0.00839608761307463,-0.0156121907891022,0.00362424121290523,-0.00355850759532636,-0.0125955421191625
-0.0132731287877042,-0.0221488499445361,-0.0450046169935172,-0.0148668111728079,-0.0140684022759541,-0.026763442681389,-0.0401937468494597,-0.0291005659675277,-0.00492623261196282,-0.0371302560373451,-0.0248842744922642,-0.0160731007430648,-0.00714920882198423,-0.0216377343510641,-0.0150620995524555,-0.0420148284786296,-0.0398824991118603,-0.0250751935434555,-0.010661299094525,0.0115325301051945,-0.00796986377917128,-0.00707864000300111,-0.0087340783745209,-0.0185458730498412,-0.0394398090007543,-0.0169603836620672,-0.0147840749549427,-0.0218092180689753,-0.0199736817693179,-0.00640170411598324,0.00187688200945157,-0.0284520142093783,0.00238768661817743,-0.024396886899811,-0.0217858935003271,-0.0334973544945592,-0.0291446747403862,-0.0290646831839836,-0.0138617900040354,-0.0115907166621606,-0.00789390100761647,-0.0125042611962998,-0.0246605867962794,-0.0278708699728069,-0.0240033568089708,-0.0283047672066511,-0.0116989821975414,-0.028332106285382,-0.00287690144126023,-0.0146276851593256,-0.0537416720532698,-0.0168237280224182,0.00152367925453578,-0.0111461694670243,-0.0229277865522556,-0.0305286461649509,-0.0181092060099728,-0.0184571783427573,-0.0151594715878396,-0.00796022819017601,-0.0355361903648942,-0.0154449258641407,-0.0285598834846839,-0.00146593682323385,-0.019947027229379,-0.0096131304400505,-0.0185002848257494,-0.0169046195800952,-0.0117047483199619,-0.0144950937538276,-0.0154042900430692,-0.0208425897836407,-0.0184013225592576,-0.00484607128357377,-0.0236979310713741,0.00189802803106854,-0.00871597772384675,-0.00855578533227135,-0.0206196442266602,-0.0171113486089428
-0.000707641006094002,-0.0245161946453804,-0.00671084982168679,-0.0196753911981963,-0.00162195572061414,-0.00968329046813239,-0.0166515114645526,-0.00679649746351092,0.00955610392474778,-0.0273021852982774,-0.0134794487723182,-0.00512969323453286,-0.0133661940646932,-0.0141788223316061,-0.00565918237356032,-0.0331729707320604,-0.0318594384274591,-0.0248763753051782,-0.0139699849245956,-0.0133413211126194,0.00286077130112941,-0.01384251867927,-0.0133387732965116,-0.000544379356957394,-0.00912432649748196,-0.0143337371853068,0.0149958532184447,-0.0241930073464418,-0.0257250999328129,-0.0418671466155485,-0.0126850974207348,-0.012687716798089,-0.0136648555612614,-0.015851776630454,-0.00364849590809741,-0.00978452860910741,-0.0273987996111512,-0.0128406666270498,-0.00907433950573333,0.00297395263218025,-0.00864191401642936,-0.0182082181292421,0.00182681738239371,-0.0260348748705807,-0.0301792858020656,-0.0131695051889121,0.00124833996020932,-0.039259195028495,-0.00882589468373345,-0.00934316266070475,-0.0187725818104363,-0.00649230089872726,-0.00524575412845441,-0.0169792436288636,-0.0116493438925073,-0.0139035611300883,-0.00662827863693165,-0.00405051969348073,-0.0124757163505045,-0.00479922111676707,-0.0411227204019566,0.00254955754850948,-0.0193369143772413,0.00120108735941246,-0.00877633543009373,0.00136884505535764,-0.000551840139657393,-0.0155239102039079,-0.00538139208053235,-0.00307980196030536,-0.0115128404865076,-0.0155536042651977,0.00998930150714399,0.0634590516836431,-0.0163179194298624,-0.00211727479652989,-0.006171384996358,0.00982559286232404,-0.00807028486120639,-0.0215072396151216
0.0212568652906595,0.00912580077149054,0.00758920894133653,-0.0226560440715867,-0.00147500445290156,0.0277849174052626,-0.0101350814129952,0.0234055664174115,0.00361142648694376,0.00221664624663234,-0.00125429226530029,0.0438322839951912,0.0113968620833327,0.0495676438921429,0.00983677029301601,0.00720671193608624,0.00648617676696879,-0.00249022922500002,0.0307398105906094,0.0325728333128066,0.0332105461393645,0.0176680502905638,-0.00197451293542162,-0.0001880358220715,0.0287289311791902,-0.000768889973990943,0.0279739195444263,-0.00245788059014873,-0.00368128662255018,0.0151580785778526,0.0478872237386932,0.0179515837936694,0.00424836044200902,0.0346761964489824,0.0331178540495708,0.0153766284586809,0.0257034002458455,0.0154952869446423,0.0382193012042058,0.021391424196684,0.0479685585303471,0.0138119500106805,0.0288703280412475,0.0323148761342605,0.0108159853277998,0.0221154143813432,0.0166810255961916,0.0380668062868668,0.0086436564281322,0.0128923655074158,0.00367479818487368,0.0198533350813046,0.0208532617372102,0.00650906398003513,-0.0041245306806334,-0.00260368225700666,0.00333343208725685,0.00839725631320383,0.0476289556304162,0.0224805612323065,0.0253960814933939,0.0146345814825348,0.0251105309916231,0.0185947501252766,0.0237079392104181,-0.0130005596226866,0.0367376425486243,0.0288572706061981,0.019821727635581,0.0492336660668404,0.0306508382891831,0.0317544660313301,0.00489628802133862,-0.0388422762301527,0.0361485080810868,0.0276497406299183,0.0124346256884445,-0.0184512080915041,0.0234679651431107,0.0289998263879904
0.00872272910815463,0.00539448879618702,0.0239436638597326,0.00905955096494329,-0.00256438879630789,0.014295598201796,0.0118720209017885,0.0170722068038071,0.0145833859389443,0.0376253202977782,0.0211653393509965,0.0362307873788199,-0.0115032597752873,0.0220374825496879,0.00994745717260327,0.00808015889856605,0.00358604080638165,0.0259561154095633,0.00371485780341006,0.0321831376323864,0.0150779335051451,0.0271514195592735,0.0262493874626177,0.0430594483407477,0.0253581187853865,0.0255398749153443,0.00995696814576439,0.00240497498018332,0.0027421091812625,0.00213508833500547,-0.010844287846678,-0.000487590065570317,0.00549934453981158,0.019352017151183,0.0213007794310482,0.0267451546137338,0.04520811449938,0.0198017587228798,-0.00301651156778382,0.0275623114688447,0.0242222712483795,0.0103654597444722,0.0204539771552699,0.0133786188783807,0.0274699620095448,0.0320601121727634,0.00312291713767774,0.0137434499622469,0.0126182699924324,0.0099427734292528,0.0204419223462253,0.0222292105284143,0.018088911731624,0.023527008871026,0.0226731008051673,0.0312007366199384,0.0155823766547624,0.0173613136462015,0.0299101692049306,0.0131844655185034,-0.00720487416975249,0.0153593899810456,-0.00081186216917552,0.0124686699458055,0.0154022141928428,0.00977930525077322,0.00426174876190608,-0.00055820725127839,0.00480297350611369,0.0260424679725579,0.0253338911371285,0.0399558351469328,0.0115580595673992,0.047499237050265,0.0257260783430144,0.0120893602317442,0.0220169111833886,0.0209906059871369,0.0256868214291271,0.0120136903180296
-0.00510669973038814,-0.013236390263851,-0.0156285916310557,-0.0192087984143846,-0.000487255898639136,-0.0278597856386503,-0.0294091405758274,-0.0261803330279334,-0.008264900869885,-0.00675864743817698,-0.00194617985069458,-0.00813621789778,-0.0208287619190695,0.00441655619872841,0.00455166607276782,-0.0136032280913055,-0.00822672262624651,0.0226845622311431,-0.0237074074016315,-0.00368657914448245,-0.0212389173028743,-0.013622926935695,-0.0142612812404097,-0.00406396786495689,-0.0133062026158811,-0.00641285629739275,-0.0170320154953524,-0.0137783453045814,-0.0130223835033265,-0.018567128579115,-0.0246873895910679,-0.000682013941969214,-0.0334176580246172,-0.00298927630913656,-0.0178787402494503,-0.0106409758676369,-0.0128172223239152,-0.0162336552046641,-0.0138683215129105,-0.000140220815298856,-0.00168251543693934,-0.00855193884815347,-0.0194307794237915,-0.0138326635302992,-0.0219279519389293,-0.00281074003763193,-0.012855420313166,-0.0105383115308206,0.0151194506831513,-0.0323955456954521,-0.0170821653405582,-0.0116778676420524,0.00725011548619736,-0.0100804887121677,0.00948379485693024,0.00463551705371837,-0.00881582001049291,-0.029155659712398,0.010633052331833,-0.0042069699157345,-0.0100549759564387,-0.00738928177528232,-0.0141901073323527,-0.0188311809662435,-0.0338847717943535,-0.00310982898678955,-0.00953361155003243,-0.0163822406692315,-0.0129267198327288,0.00704497278263712,-0.00417705420790193,-0.0125701348221191,-0.0221205998967646,0.0273432294952901,-0.00876354916903878,-0.00562246504593865,-0.00107196162172802,-0.00915815948890436,0.00224671960805381,0.0124763430446709
-0.00858765074800184,-0.0201833544824157,-0.0186197554440772,-0.00297823187708199,-0.0149133897313763,0.0260573065426263,-0.0119213527238268,-0.0263187552770066,-0.000307001320684321,0.0106291259344967,-0.00248273275472457,-0.00376455590595962,-0.0155668230375192,0.00018279924496237,0.00188471847458339,-0.012210331792453,-0.009267356581578,-0.00655689028998934,-0.00066243803294787,0.0150864962660722,-0.0014174042193312,-0.0101741686877092,-0.00809712686309828,-0.0277488917570791,0.00106332288671973,-0.0139763414325721,0.00696230915728932,-0.00806575502091067,-0.00807229510254914,-0.0387172256300584,0.00614851329698861,-0.00029316618917142,-0.0120468224209268,-0.00570447947988236,-0.00507328850592132,-0.0107432496547633,-0.00552068637916734,-0.0108843094351534,0.00510065458327036,0.0107295274789282,0.00577870423286717,-0.0182414100377509,-0.00749018067614443,-0.00195256074236401,-0.0123337166827362,-0.010997009418746,-0.00274112658496719,-0.0145919141328278,-0.00362937849487582,0.00247449025176664,-0.0337844749202192,-0.00194774296141392,0.00596669525523096,-0.0040060527402337,-0.0107802766602762,-0.00838918965774224,-0.00593210635408985,-0.0125982267948698,0.0017353252593946,-0.00421754395680569,-0.00103098061016929,-0.00827900305485786,-0.00859762471659377,0.00587706261661299,0.00489343819958141,0.00257065543348892,0.00219668543094162,-0.150517453495764,-0.00563808630622865,-0.000165794999833971,0.00990251535205389,-0.00842775329446532,-0.00117191101025833,-0.0200268145479762,-0.00735692421857472,-0.0137792450834555,0.000655028396867646,0.00660404082641692,0.00894989666946103,-0.00391154686280471
-0.0330752778466297,0.00994417463278512,-0.0185161813925072,-0.0168942505467443,-0.014698901957017,-0.000389734957553964,-0.00254691836727319,-0.012944741198004,-0.00724557328872247,0.00250159108402883,0.0115089410073081,0.00315051964634813,0.00960016650436967,-0.0501033503369674,0.00735755516213567,-0.013643126552258,-0.0178913371282872,0.00742329564556216,-0.0210418090428091,-0.0050257417255668,-0.0104907112015174,-0.0143504523785189,-0.00160634188549503,-0.00195079002964105,-0.000251199511112631,-0.0042944440035978,-0.0166366425033599,0.00659962866651065,0.00875490306879701,-0.0045195109214063,-0.0150547305748935,0.0012601558132661,-0.0139135417230981,0.00688669690744196,-0.0072121314392653,0.00724885979264476,0.00387196260211522,-0.00146274362767289,-0.0210548458579614,0.00368125549123299,-0.0171135680629011,-0.0102776255887747,-0.000293204319615938,0.00783045303268963,0.00994166997890386,-0.00683629077948178,-0.00253031564169639,0.00605724047783615,0.0148898037911322,0.00685924673783504,0.013933432122527,-0.00949917433495955,-0.0200300397316991,0.00749381899520494,-0.00132902163742948,-0.00319494590256894,0.000367511894933067,-0.0160204592548638,-0.0254609768823126,-0.000805224531153566,0.00202415923226415,-0.000263295700327919,-0.00411857794694172,-0.0108925156846597,0.00733949085076255,-0.0001203358234195,-0.00933005074112295,-0.0310969392939342,-0.00402582092377824,0.0059603194415376,-0.0177881811637189,-0.00887892799061352,-0.00765142614665288,0.00717641915420282,-0.00756698648360745,-0.00850751858651243,-0.00333350522816595,0.00190557941381559,-0.00780711603073467,0.00910688814299709
-0.0192439022952604,-0.00641811090232776,-0.00791984577393023,0.0188796431965047,-0.0110517951014642,0.0198590080555878,-0.00254146733663476,0.00580975926675269,-0.0105898057712248,-0.0397343770989634,-0.0184566742325885,-0.0062282748769407,-0.00284386297345264,0.0122260277182975,-0.0104771920404198,-0.0395006751776873,-0.0389164910238971,-0.0181326493669441,-0.00953830849320704,-0.0287212857743613,-7.59507556148128e-05,0.00962994528755264,-0.0204920283329193,0.00415447150303516,-0.006190293528333,-0.00299501770141897,-0.027357776726951,0.00866466656177178,0.00746072742146598,-0.0187129473755144,-0.00654952954797351,0.00454432148365402,0.00505230132601206,-0.00534260449460807,-0.0111460102434209,0.0102780188598603,-0.00900873656123067,-0.0135324073623173,-0.0192470037443244,-0.00508852657644965,-0.011487148978677,-0.0160871073796652,-0.00739074732734352,-0.0110158868007179,-0.0244251727804197,-0.011566821290058,-0.0145869994659988,-0.00626581260496498,0.0425356812449162,-0.0134103429191459,-0.000114885623464979,-0.0143698202762755,-0.0018346634796177,0.0029382979656105,-0.00474262896083316,-0.00848968425684768,0.00331761605908971,-0.00224158300924075,0.0040378205503693,-0.0123641132388352,-0.027693820190697,-0.0164843262301535,-0.00738361723299776,-0.0245079283741815,-0.00618600098313418,-0.00490932549119702,-0.0219771559508824,0.00490765455288214,-0.0144029706584212,0.00253821242903292,-0.0243237878835497,-0.0156553408485484,0.00423057346695704,0.00512089079620732,-0.0124854276599438,-0.00100894695001962,-0.0140885712033873,-0.00467713416951759,0.00718424069039639,-0.00805494805229524
-0.0188103380054925,-0.0232038030352961,-0.000352476757367266,-0.0211378729804859,-0.013473168075761,-0.152127062524055,-0.037267898243656,-0.0246690127642011,-0.00693058121555271,0.0139647171302396,0.0028708771339043,-0.0128646277178575,-0.0272932330108913,-0.0817547114917056,0.000931707825419195,-0.0177841381039426,-0.0245611843363199,-0.00298288574806121,-0.0145826121029105,-0.0221578957466908,-0.00905245907432647,-0.0062165803296738,-0.0192076390097189,-0.034255177780205,-0.0162776756894921,-0.030439072777353,-0.0257292017653849,0.00109197096161417,-0.00453814509231631,-0.00209871037637883,-0.0233308850691704,-0.0195877527154611,-0.00512709660035395,-0.0366079002477339,-0.0165904941693645,-0.013387193295038,-0.0212227015338481,-0.0191607894623682,-0.0175640891864428,-0.0119343389584955,-0.0745645405878877,-0.036317107437857,-0.0159935009984271,-0.000318619572986025,-0.00975456324094507,-0.00668415725371985,-0.00234260070469752,0.000142694036573043,-0.0265274548191157,-0.00820185858402352,-0.00298521671796273,-0.0102430770033453,-0.0258651404074001,0.00452191729452055,-0.00614012437827788,-0.00589542468004164,-0.0207357906631336,-0.0144498585262404,-0.0559634557120789,-0.0121779581657517,-0.0341590966919486,-0.005767609876995,-0.0162568024186853,-0.0169350895812893,-0.0111059693056747,-0.00222285978044776,0.0174504626756329,-0.0122401495600697,-0.014906558330364,-0.014126107656014,-0.0188577763368384,-0.0284539252406281,-0.00621331122112973,-0.0760086194024536,-0.0165120863204278,-0.0131267578756253,-0.0293219339808046,0.00254766284833625,-0.0163731008061549,-0.00635891968172187
