1,6,10,10,10,10
2,10,10,10,10,10
2,7,10,10,10,10
3,8,9,10,10,10
1,3,2,4,1,3
0,0,0,0,0,0
3,10,10,10,10,10
1,1,1,1,2,1
2,9,10,10,10,10
3,9,10,10,10,10
1,7,8,10,10,10
3,8,9,10,10,10
3,9,10,10,10,10
1,5,10,10,10,10
1,9,10,10,10,10
6,10,10,10,10,10
0,0,0,0,0,0
1,1,3,8,10,10
0,0,0,0,0,0
4,10,10,10,10,10
1,1,8,10,10,10
4,8,10,10,10,10
1,7,10,10,10,10
1,8,10,10,10,10
0,0,0,0,1,2
4,10,10,10,10,10
2,9,10,10,10,10
1,0,2,3,1,1
4,9,10,10,10,10
0,0,2,4,7,6
4,10,10,10,10,10
2,6,7,10,10,10
0,0,0,1,8,10
0,0,0,0,0,0
2,9,10,10,10,10
3,8,10,10,10,10
4,10,10,10,10,10
1,3,9,10,10,10
1,5,6,10,10,10
1,0,0,2,1,1
1,0,0,0,0,0
0,0,0,1,0,0
4,9,9,10,10,10
1,5,9,10,10,10
3,9,10,10,10,10
2,9,10,10,10,10
0,1,8,10,10,10
3,8,10,10,10,10
4,10,10,10,10,10
3,8,9,10,10,10
3,8,9,10,10,10
2,5,10,10,10,10
4,9,10,10,10,10
1,8,10,10,10,10
2,10,10,10,10,10
5,9,10,10,10,10
1,5,10,10,10,10
1,7,9,10,10,10
3,8,10,10,10,10
3,10,10,10,10,10
0,0,0,0,1,0
0,0,0,0,0,0
3,8,10,10,10,10
2,7,10,10,10,10
1,3,1,2,8,10
0,0,1,8,10,10
1,1,1,4,10,10
1,6,10,10,10,10
1,6,9,10,10,10
4,10,10,10,10,10
1,5,10,10,10,10
2,4,9,10,10,10
0,0,0,0,1,8
2,10,10,10,10,10
1,7,9,10,10,10
0,0,0,0,1,7
1,4,6,10,10,10
0,2,10,10,10,10
2,0,1,8,9,10
2,9,10,10,10,10
4,10,10,10,10,10
3,10,10,10,10,10
3,9,10,10,10,10
4,10,10,10,10,10
0,1,1,0,2,5
3,7,7,10,10,10
2,8,10,10,10,10
2,9,10,10,10,10
3,9,10,10,10,10
5,9,10,10,10,10
0,0,0,0,0,0
1,1,1,0,0,0
0,0,0,0,0,1
2,8,9,10,10,10
1,0,0,0,3,10
0,0,0,0,1,7
2,5,7,8,9,10
0,0,1,6,10,10
0,0,0,0,0,0
1,1,1,1,0,0
