"p","sep","n_runs","mean_acc_witten","sd_acc_witten","na_frac_witten","mean_acc_arias","sd_acc_arias","na_frac_arias","mean_acc_ifpca","sd_acc_ifpca","na_frac_ifpca","mean_acc_scvx","sd_acc_scvx","na_frac_scvx","mean_rt_witten","mean_rt_arias","mean_rt_ifpca","mean_rt_scvx","mean_ifpca_L"
1000,4,80,0.85775,0.192437561795699,0,0.9364375,0.101167844462381,0,0.558,0.0599451225832343,0,0.858866666666667,0.0488348937425572,0.0625,71.7768157541752,57.984504032135,1.02740542888641,130.802594128251,196.3125
