0.5,0.5,1,1,1
0.515,0.5,1,1,1
0.51,0.99,0.995,1,1
0.51,0.985,0.995,1,1
0.505,0.995,1,1,1
0.505,0.505,0.995,0.995,0.995
0.515,1,1,0.995,0.995
0.52,1,1,1,1
0.52,1,0.995,1,1
0.5,0.595,0.99,0.995,1
0.5,1,1,1,1
0.5,1,1,1,1
0.525,0.505,1,1,1
0.53,0.995,1,1,1
0.5,1,1,1,1
0.5,0.995,0.995,1,1
0.5,0.52,1,1,1
0.5,0.985,1,1,1
0.5,0.5,1,1,1
0.51,0.995,0.995,1,1
0.5,0.995,1,1,1
0.515,0.995,1,1,1
0.575,0.99,1,1,1
0.51,1,0.995,1,1
0.5,1,1,1,1
0.53,0.53,1,1,1
0.5,0.97,1,1,1
0.53,0.985,1,1,0.995
0.52,0.995,1,1,1
0.5,0.995,1,1,1
0.565,1,1,1,1
0.515,0.5,0.995,1,1
0.5,0.505,0.995,1,1
0.545,0.985,1,1,1
0.5,0.995,0.99,1,1
0.83,0.99,1,1,1
0.5,0.985,0.99,1,1
0.5,0.99,0.99,0.995,1
0.525,0.98,0.995,0.995,0.995
0.5,0.5,0.99,1,1
0.505,0.5,0.995,1,1
0.5,1,1,1,1
0.5,0.995,0.99,1,1
0.5,0.99,0.995,1,1
0.53,0.5,0.995,1,1
0.5,0.975,0.99,1,1
0.52,0.995,0.995,1,1
0.5,0.58,1,1,1
0.535,0.535,1,1,1
0.5,0.98,0.99,0.995,1
0.5,0.5,1,1,1
0.505,0.5,1,1,1
0.5,0.5,1,0.995,1
0.54,0.995,0.995,1,1
0.505,1,0.995,1,1
0.665,0.985,1,1,1
0.5,0.96,1,1,1
0.595,0.5,1,1,1
0.505,0.505,1,1,1
0.735,0.96,1,1,1
0.525,1,1,1,1
0.5,1,1,1,1
0.5,0.5,0.99,1,1
0.5,0.985,0.995,1,1
0.5,0.635,1,1,1
0.5,0.995,1,1,1
0.5,0.5,1,1,1
0.5,0.985,1,1,1
0.5,0.995,1,1,1
0.5,0.55,1,1,1
0.525,0.99,0.995,1,1
0.5,0.99,1,1,1
0.525,0.985,0.99,1,1
0.5,0.525,0.99,1,1
0.66,0.975,0.99,1,1
0.5,0.98,0.99,0.995,1
0.505,0.995,1,1,1
0.545,0.985,1,1,1
0.5,0.98,1,0.995,1
0.575,0.995,0.99,1,1
0.95,0.995,0.995,1,1
0.5,0.995,0.995,1,1
0.505,1,1,1,1
0.505,0.5,0.995,1,1
0.5,0.99,1,0.995,1
0.5,0.985,1,1,1
0.51,0.99,1,1,1
0.53,0.985,1,1,1
0.5,0.995,1,1,1
0.5,0.995,0.995,1,1
0.53,0.5,1,1,1
0.5,0.995,1,1,1
0.535,0.985,0.99,1,1
0.5,0.995,1,1,1
0.5,0.53,1,1,1
0.5,0.5,1,1,1
0.52,0.5,0.995,1,1
0.5,0.98,0.995,1,1
0.5,0.5,1,1,1
0.505,0.51,0.995,1,1
