"n_reps","mean_accuracy","sd_accuracy","median_accuracy","mean_ari","sd_ari","mean_tp","sd_tp","mean_fp","sd_fp","mean_recall","sd_recall","mean_precision","sd_precision","perfect_acc_count","perfect_acc_rate"
100,0.82674,0.194466824570634,0.94,0.575947208407683,0.36335963178051,7.25,4.43898022687029,14.62,7.73915663716309,0.725,0.443898022687029,0.364524177524514,0.232004338185467,0,0
