"n_reps","mean_accuracy","mean_ari","mean_tp","mean_fp","mean_recall","mean_precision","mean_obs_fdr","perfect_acc_count"
100,0.75226,0.291107657091395,8.94,40.24,0.894,0.222444597388362,0.777555402611638,0
