"sep","p","rho","n_reps","mean_accuracy","sd_accuracy","mean_n_selected","mean_tp","mean_fp","mean_recall","mean_precision","mean_runtime"
6,3000,0.45,1,0.5,NA,362,0,362,0,0,6028.2903945446
