"separation","p","n_reps","mean_accuracy","sd_accuracy","mean_tp","mean_fp","mean_n_selected","mean_recall","mean_precision","mean_runtime"
4,2000,73,0.908287671232877,0.0209864238206346,1.12328767123288,1.16438356164384,2.28767123287671,0.112328767123288,0.494292237442922,32665.8362707863
4,3000,72,0.910208333333333,0.0160640772366417,1.04166666666667,1.31944444444444,2.36111111111111,0.104166666666667,0.456018518518518,32446.2406136294
4,4000,64,0.9109375,0.0177029053305625,1.015625,1.5625,2.578125,0.1015625,0.415885416666667,36001.6986258663
4,5000,70,0.910571428571429,0.0215948003863594,1.04285714285714,1.7,2.74285714285714,0.104285714285714,0.401666666666667,32566.4004345587
