"sep","n_runs","mean_ifpca_acc","sd_ifpca_acc","mean_L","sd_L","mean_ifpca_runtime"
4,100,0.5389,0.0352091872767161,92.74,58.7103177826642,0.239084403514862
5,100,0.5478,0.0467548949525095,91.67,60.8888795804756,0.307372391223907
