"n_reps","mean_accuracy","sd_accuracy","median_accuracy","mean_tp","sd_tp","mean_fp","sd_fp","mean_recall","sd_recall","mean_precision","sd_precision","perfect_acc_count","perfect_acc_rate"
100,0.54612,0.052608575557814,0.524,2.4,3.14626602482846,50.82,17.3952158754508,0.24,0.314626602482846,0.0487757114790327,0.0725577344210466,0,0
