2,10,10,10,10,10
0,1,9,10,10,10
4,9,10,10,10,10
2,8,10,10,10,10
0,0,0,0,1,0
4,10,10,10,10,10
3,9,10,10,10,10
0,0,2,6,10,10
7,10,10,10,10,10
6,9,10,10,10,10
4,7,10,10,10,10
0,0,0,0,0,1
5,9,10,10,10,10
1,6,10,10,10,10
6,10,10,10,10,10
6,9,10,10,10,10
0,0,2,8,10,10
6,10,10,10,10,10
3,8,10,10,10,10
5,10,10,10,10,10
1,8,10,10,10,10
2,5,6,10,10,10
4,10,10,10,10,10
4,10,10,10,10,10
3,9,10,10,10,10
7,10,10,10,10,10
1,1,2,2,1,0
2,7,10,10,10,10
5,10,10,10,10,10
2,8,10,10,10,10
4,9,10,10,10,10
1,2,8,10,10,10
4,9,10,10,10,10
2,9,10,10,10,10
2,10,10,10,10,10
6,10,10,10,10,10
5,8,10,10,10,10
0,0,0,0,1,5
2,7,10,10,10,10
4,4,6,5,5,4
1,2,8,9,10,10
2,8,10,10,10,10
6,10,10,10,10,10
2,9,10,10,10,10
0,0,1,4,10,10
4,9,10,10,10,10
2,0,0,0,0,1
1,2,5,9,10,10
0,3,10,10,10,10
4,9,10,10,10,10
3,10,10,10,10,10
3,9,10,10,10,10
5,10,10,10,10,10
1,0,0,0,0,0
6,10,10,10,10,10
2,4,8,10,10,10
4,10,10,10,10,10
2,7,10,10,10,10
2,7,9,10,10,10
5,10,10,10,10,10
3,9,10,10,10,10
1,5,10,10,10,10
0,0,1,2,0,0
2,7,10,10,10,10
4,9,10,10,10,10
6,9,10,10,10,10
3,4,8,10,10,10
4,10,10,10,10,10
4,10,10,10,10,10
5,10,10,10,10,10
1,8,10,10,10,10
2,7,10,10,10,10
2,4,8,10,10,10
5,10,10,10,10,10
6,10,10,10,10,10
0,1,2,0,1,5
3,8,10,10,10,10
4,10,10,10,10,10
7,9,10,10,10,10
0,2,3,6,9,10
5,10,10,10,10,10
1,6,9,10,10,10
5,10,10,10,10,10
4,8,10,10,10,10
4,5,3,6,6,7
3,10,10,10,10,10
4,10,10,10,10,10
2,10,10,10,10,10
7,8,10,10,10,10
2,10,10,10,10,10
0,2,5,7,8,10
2,8,10,10,10,10
0,3,4,5,7,10
0,1,1,8,10,10
4,10,10,10,10,10
2,9,10,10,10,10
6,10,10,10,10,10
3,4,2,5,5,6
0,0,0,1,1,8
2,1,1,0,0,0
