p,del3,del4,del5
1500,0.6643500000000002,0,0.9769000000000001
3000,0.6282999999999999,0,0.9659
4500,0.60005,0,0.9555499999999999
6000,0.5797000000000001,0,0.9425999999999999
7500,0.57165,0,0.9248999999999998
9000,0.5645500000000001,0,0.90755
