"rep","time","acc","ari","obj","iter"
43,4.03207015991211,0.745,0.236262506938128,6884.68541207408,1000
44,4.58070492744446,0.745,0.236265592732154,6968.00753401108,1000
45,5.05885195732117,0.735,0.216997183448556,6732.18049249012,1000
46,4.34817504882812,0.52,-0.0033917478915207,6711.87026244427,1000
47,3.78075695037842,0.605,0.0393813834286508,6710.38782843057,1000
48,3.87321281433105,0.665,0.104530197360082,6964.61756618313,1000
49,3.84805488586426,0.82,0.406622976784026,7116.45914090253,1000
50,4.06077194213867,0.72,0.189528910042606,6801.50881948674,1000
51,4.4281599521637,0.685,0.132576394602039,6994.08601492776,1000
52,3.78749203681946,0.555,0.00729159986487315,7148.17373939946,1000
53,4.36095190048218,0.74,0.22652719445505,7000.38265411165,1000
54,4.86212587356567,0.695,0.147852537345694,6714.48437857284,1000
55,6.06637597084045,0.725,0.198472627034027,7062.0254949446,1000
56,4.01682782173157,0.705,0.163993485588759,6814.37952916883,1000
57,3.87569999694824,0.595,0.0312557921546385,6841.77450272376,1000
58,4.16011714935303,0.595,0.0314084149304092,7169.37054337022,1000
59,3.87392807006836,0.565,0.0119353475074002,7058.44371415479,1000
60,3.86095690727234,0.685,0.13254134720134,7071.63700141527,1000
61,3.85969185829163,0.72,0.189528910042606,7147.80417096961,1000
62,5.66731381416321,0.59,0.0275838524874958,6841.57050139368,1000
63,6.50500297546387,0.525,-0.00242396697344997,6641.59668761854,1000
64,4.154865026474,0.58,0.0208053908181568,6938.31467730008,1000
65,4.06111001968384,0.72,0.189527272727273,7068.76249007452,1000
66,4.42068004608154,0.68,0.125267657301691,6886.34833905333,1000
67,4.76983880996704,0.56,0.00976030405780652,7191.59696551472,1000
68,4.64171600341797,0.55,0.00509848520045493,6804.93093794484,1000
69,5.14164519309998,0.605,0.0392727074380265,6905.22185862731,1000
70,7.2616970539093,0.565,0.0119752676784434,6947.81566691674,1000
71,4.63859581947327,0.7,0.155772925340751,6900.01760786454,1000
72,4.32620406150818,0.71,0.172240404040404,7004.04498281203,1000
73,4.59603095054626,0.725,0.198492057519789,7008.27543930125,1000
74,4.73962306976318,0.505,-0.00486423128530948,6746.06251402452,1000
75,4.58118796348572,0.51,-0.0045977475885057,6991.87549638271,1000
76,5.24650692939758,0.54,0.00138181818181825,7215.71334796527,1000
77,4.65530109405518,0.54,0.00148066151027477,6776.33891433035,1000
78,5.0474579334259,0.645,0.0794784266132124,6953.22216620417,1000
79,8.47008180618286,0.535,0.000141376369646764,6995.94402598141,1000
80,4.9321448802948,0.665,0.104454222746994,6815.81294967143,1000
81,4.62811779975891,0.715,0.180787057028529,6984.36903196372,1000
82,5.33354806900024,0.66,0.0978739565740883,6907.7361443438,1000
83,5.47489190101624,0.785,0.321493488160912,6830.44165014317,1000
84,5.35940504074097,0.715,0.180793676847515,7042.5225976843,1000
85,5.07084083557129,0.695,0.147890407333919,6911.94736797091,1000
86,5.89920520782471,0.725,0.198472627034027,6736.50692299636,1000
87,9.26611590385437,0.635,0.0682407354565467,7129.59796864629,1000
88,4.73109698295593,0.63,0.0630801858210463,7311.05731803464,1000
89,5.37957620620728,0.59,0.0275445642161061,7150.26038270493,1000
90,4.7594530582428,0.655,0.0916380714312768,6857.82149968594,1000
91,5.07583904266357,0.645,0.0797201151813481,7064.06152439334,1000
92,4.97941207885742,0.75,0.246212121212121,6985.3029374301,1000
93,5.01139402389526,0.605,0.0394124291959407,6484.8423132794,1000
94,5.15556812286377,0.6,0.0351593118439447,6575.50604398851,1000
95,4.80483889579773,0.66,0.0978666666666667,6837.4804895822,1000
96,4.86830306053162,0.695,0.148086588829284,6762.21467124879,1000
97,3.57412910461426,0.74,0.226552194333619,7093.03790654872,1000
98,3.70096898078918,0.615,0.0481979063403174,6938.6142002939,1000
99,3.70073080062866,0.515,-0.00414139531688995,7137.52124055624,1000
100,3.60107111930847,0.675,0.118090006863466,6706.93015248339,1000
